transaction_id,store_id,checkout_id,nb_items,transaction_duration_sec,nb_cancellations,is_synthetic_fraud,sec_per_item,cancel_ratio,checkout_tx_count,store_tx_count,anomaly_flag,anomaly_score_raw,risk_score
TX_004062,STORE_01,CHK_011,6,39,1,0,6.5,0.16666666666666666,111,509,0,0.1739391908187627,14.34
TX_000196,STORE_05,CHK_050,4,97,0,0,24.25,0.0,102,469,0,0.17393681364313512,14.34
TX_002537,STORE_02,CHK_047,12,101,2,0,8.416666666666666,0.16666666666666666,95,490,0,0.1739569135818298,14.34
TX_000732,STORE_05,CHK_028,12,102,0,0,8.5,0.0,102,469,0,0.17398963989368554,14.33
TX_003710,STORE_04,CHK_009,13,73,1,0,5.615384615384615,0.07692307692307693,98,478,0,0.1740428091722131,14.32
TX_004429,STORE_06,CHK_029,8,149,1,0,18.625,0.125,90,489,0,0.174013876366457,14.32
TX_001868,STORE_04,CHK_029,9,138,0,0,15.333333333333334,0.0,90,478,0,0.17407248012902893,14.31
TX_003646,STORE_06,CHK_021,9,159,1,0,17.666666666666668,0.1111111111111111,101,489,0,0.17406752316371582,14.31
TX_002912,STORE_09,CHK_031,6,104,1,0,17.333333333333332,0.16666666666666666,113,524,0,0.1740632738935165,14.31
TX_001667,STORE_05,CHK_022,9,53,0,0,5.888888888888889,0.0,106,469,0,0.17407711545853305,14.31
TX_000040,STORE_09,CHK_041,11,43,0,0,3.909090909090909,0.0,105,524,0,0.17408187936209218,14.31
TX_001696,STORE_07,CHK_006,10,27,1,0,2.7,0.1,102,492,0,0.17413259132920383,14.3
TX_002555,STORE_08,CHK_005,9,65,1,0,7.222222222222222,0.1111111111111111,84,509,0,0.1741069250911515,14.3
TX_003975,STORE_01,CHK_024,11,146,1,0,13.272727272727273,0.09090909090909091,92,509,0,0.17417310740887082,14.29
TX_003157,STORE_09,CHK_049,11,79,1,0,7.181818181818182,0.09090909090909091,91,524,0,0.17415753234071768,14.29
TX_000569,STORE_07,CHK_002,4,46,1,0,11.5,0.25,105,492,0,0.17417735805371948,14.28
TX_001894,STORE_02,CHK_034,2,68,0,0,34.0,0.0,89,490,0,0.1742194696507559,14.27
TX_002382,STORE_10,CHK_006,16,49,0,0,3.0625,0.0,102,505,0,0.17427119004741448,14.26
TX_003413,STORE_09,CHK_035,5,108,0,0,21.6,0.0,114,524,0,0.17429513356498316,14.26
TX_004500,STORE_01,CHK_008,11,105,1,0,9.545454545454545,0.09090909090909091,85,509,0,0.17426264365443067,14.26
TX_001005,STORE_08,CHK_009,6,15,0,0,2.5,0.0,98,509,0,0.17428340738970355,14.26
TX_003427,STORE_09,CHK_002,12,47,0,0,3.9166666666666665,0.0,105,524,0,0.17430546957986587,14.25
TX_003121,STORE_05,CHK_014,4,75,0,0,18.75,0.0,103,469,0,0.17430730977633047,14.25
TX_002852,STORE_06,CHK_023,6,163,0,0,27.166666666666668,0.0,98,489,0,0.17435174852851631,14.24
TX_001576,STORE_08,CHK_048,3,116,0,0,38.666666666666664,0.0,113,509,0,0.1744324829768722,14.22
TX_004911,STORE_06,CHK_031,6,25,0,0,4.166666666666667,0.0,113,489,0,0.17444655622131067,14.22
TX_000915,STORE_04,CHK_024,14,102,0,0,7.285714285714286,0.0,92,478,0,0.17451409544396018,14.2
TX_003531,STORE_07,CHK_007,12,98,2,0,8.166666666666666,0.16666666666666666,95,492,0,0.1745387034533556,14.2
TX_000650,STORE_07,CHK_038,2,84,0,0,42.0,0.0,92,492,0,0.17460279181445337,14.18
TX_004060,STORE_08,CHK_032,15,91,1,0,6.066666666666666,0.06666666666666667,111,509,0,0.1746185171530873,14.18
TX_004213,STORE_01,CHK_036,5,25,0,0,5.0,0.0,109,509,0,0.17460660854299753,14.18
TX_001241,STORE_09,CHK_037,12,63,1,0,5.25,0.08333333333333333,99,524,0,0.17466906200874416,14.17
TX_003795,STORE_05,CHK_042,6,56,0,0,9.333333333333334,0.0,95,469,0,0.1746640062605332,14.17
TX_003203,STORE_07,CHK_050,12,76,2,0,6.333333333333333,0.16666666666666666,102,492,0,0.17468733013202703,14.16
TX_002348,STORE_03,CHK_046,12,79,0,0,6.583333333333333,0.0,104,535,0,0.1746977982097268,14.16
TX_003224,STORE_05,CHK_023,11,65,0,0,5.909090909090909,0.0,98,469,0,0.17470511779063275,14.16
TX_003230,STORE_07,CHK_042,14,49,1,0,3.5,0.07142857142857142,95,492,0,0.1747232498249346,14.15
TX_003788,STORE_09,CHK_040,11,122,0,0,11.090909090909092,0.0,114,524,0,0.17474590676381319,14.15
TX_001903,STORE_07,CHK_040,4,93,1,0,23.25,0.25,114,492,0,0.17478509031120004,14.14
TX_000036,STORE_04,CHK_014,3,42,0,0,14.0,0.0,103,478,0,0.17476143865084887,14.14
TX_003794,STORE_03,CHK_021,5,54,0,0,10.8,0.0,101,535,0,0.17477601820725486,14.14
TX_000207,STORE_01,CHK_005,7,135,0,0,19.285714285714285,0.0,84,509,0,0.174805992964583,14.13
TX_004380,STORE_04,CHK_023,11,145,0,0,13.181818181818182,0.0,98,478,0,0.1748286555021637,14.13
TX_003907,STORE_05,CHK_013,9,99,0,0,11.0,0.0,110,469,0,0.17483037361237425,14.13
TX_001679,STORE_07,CHK_024,5,21,0,0,4.2,0.0,92,492,0,0.17484482082943814,14.12
TX_004684,STORE_08,CHK_023,11,81,2,0,7.363636363636363,0.18181818181818182,98,509,0,0.17491669723167896,14.11
TX_003853,STORE_04,CHK_031,3,77,0,0,25.666666666666668,0.0,113,478,0,0.1749427775619507,14.1
TX_002768,STORE_07,CHK_005,13,73,0,0,5.615384615384615,0.0,84,492,0,0.17495888124329323,14.1
TX_001365,STORE_08,CHK_048,11,35,0,0,3.1818181818181817,0.0,113,509,0,0.17496300452719066,14.09
TX_004353,STORE_03,CHK_015,7,137,0,0,19.571428571428573,0.0,104,535,0,0.17496676872328987,14.09
TX_003521,STORE_10,CHK_021,8,15,0,0,1.875,0.0,101,505,0,0.17499460637329672,14.09
TX_004337,STORE_04,CHK_040,10,106,1,0,10.6,0.1,114,478,0,0.17500919610675025,14.08
TX_000918,STORE_08,CHK_014,11,23,0,0,2.090909090909091,0.0,103,509,0,0.17500247633180238,14.08
TX_002900,STORE_09,CHK_048,6,125,0,0,20.833333333333332,0.0,113,524,0,0.17508029672293973,14.07
TX_001303,STORE_09,CHK_010,12,96,1,0,8.0,0.08333333333333333,90,524,0,0.1750666161253565,14.07
TX_004867,STORE_07,CHK_034,6,141,1,0,23.5,0.16666666666666666,89,492,0,0.17507421748240987,14.07
TX_000378,STORE_09,CHK_002,5,44,0,0,8.8,0.0,105,524,0,0.175095326166064,14.06
TX_004130,STORE_05,CHK_043,5,105,0,0,21.0,0.0,98,469,0,0.1751195034557375,14.06
TX_003122,STORE_09,CHK_023,4,39,0,0,9.75,0.0,98,524,0,0.17512490159549143,14.05
TX_004767,STORE_08,CHK_041,17,105,0,0,6.176470588235294,0.0,105,509,0,0.17517686582814124,14.04
TX_000300,STORE_07,CHK_026,12,83,2,0,6.916666666666667,0.16666666666666666,103,492,0,0.17518537501382614,14.04
TX_002468,STORE_01,CHK_031,13,123,1,0,9.461538461538462,0.07692307692307693,113,509,0,0.17521990634157042,14.03
TX_001234,STORE_07,CHK_041,15,125,1,0,8.333333333333334,0.06666666666666667,105,492,0,0.1752471771274965,14.03
TX_002235,STORE_01,CHK_008,11,95,1,0,8.636363636363637,0.09090909090909091,85,509,0,0.17520995205767842,14.03
TX_003042,STORE_08,CHK_035,5,34,0,0,6.8,0.0,114,509,0,0.1752841007506331,14.02
TX_001223,STORE_03,CHK_031,7,76,0,0,10.857142857142858,0.0,113,535,0,0.17525295790780293,14.02
TX_002894,STORE_07,CHK_010,11,152,0,0,13.818181818181818,0.0,90,492,0,0.17526011983886236,14.02
TX_003813,STORE_03,CHK_039,6,91,1,0,15.166666666666666,0.16666666666666666,103,535,0,0.17529504051996625,14.01
TX_001532,STORE_03,CHK_022,4,82,0,0,20.5,0.0,106,535,0,0.1754021107680358,13.99
TX_004026,STORE_08,CHK_001,5,65,1,0,13.0,0.2,116,509,0,0.17543854968927092,13.98
TX_004941,STORE_02,CHK_041,9,122,2,0,13.555555555555555,0.2222222222222222,105,490,0,0.1754129295691399,13.98
TX_002647,STORE_03,CHK_017,5,63,0,0,12.6,0.0,107,535,0,0.17542776951526895,13.98
TX_004555,STORE_03,CHK_003,8,117,1,0,14.625,0.125,97,535,0,0.17546234887101464,13.97
TX_001739,STORE_08,CHK_041,9,112,2,0,12.444444444444445,0.2222222222222222,105,509,0,0.1755298847329611,13.96
TX_004765,STORE_04,CHK_019,9,119,1,0,13.222222222222221,0.1111111111111111,90,478,0,0.17554112946257022,13.95
TX_004283,STORE_09,CHK_021,11,148,0,0,13.454545454545455,0.0,101,524,0,0.17555468552716869,13.95
TX_004094,STORE_07,CHK_005,10,80,1,0,8.0,0.1,84,492,0,0.1755498399132872,13.95
TX_004895,STORE_01,CHK_040,13,76,1,0,5.846153846153846,0.07692307692307693,114,509,0,0.1756680900373671,13.92
TX_001466,STORE_08,CHK_034,12,144,0,0,12.0,0.0,89,509,0,0.17568541892340134,13.92
TX_002997,STORE_10,CHK_011,4,94,1,0,23.5,0.25,111,505,0,0.1757630334661331,13.9
TX_003179,STORE_02,CHK_028,9,15,0,0,1.6666666666666667,0.0,102,490,0,0.17578614513107294,13.89
TX_000976,STORE_07,CHK_005,7,66,1,0,9.428571428571429,0.14285714285714285,84,492,0,0.17586408793250363,13.88
TX_001095,STORE_03,CHK_048,8,79,0,0,9.875,0.0,113,535,0,0.17586851152766025,13.87
TX_003908,STORE_07,CHK_001,6,35,0,0,5.833333333333333,0.0,116,492,0,0.17593488963543302,13.86
TX_001402,STORE_03,CHK_028,4,71,0,0,17.75,0.0,102,535,0,0.1759270613167057,13.86
TX_000617,STORE_03,CHK_047,6,97,1,0,16.166666666666668,0.16666666666666666,95,535,0,0.175947399857789,13.85
TX_002893,STORE_04,CHK_045,13,107,0,0,8.23076923076923,0.0,91,478,0,0.17596252977238303,13.85
TX_000364,STORE_10,CHK_015,9,86,2,0,9.555555555555555,0.2222222222222222,104,505,0,0.17597669646013714,13.85
TX_003933,STORE_07,CHK_021,15,128,1,0,8.533333333333333,0.06666666666666667,101,492,0,0.1759585895554921,13.85
TX_000640,STORE_04,CHK_015,10,53,1,0,5.3,0.1,104,478,0,0.17596283918068956,13.85
TX_003688,STORE_04,CHK_034,12,71,0,0,5.916666666666667,0.0,89,478,0,0.17603429055691094,13.83
TX_002579,STORE_03,CHK_011,6,90,0,0,15.0,0.0,111,535,0,0.17605950534918358,13.83
TX_003929,STORE_04,CHK_038,6,41,0,0,6.833333333333333,0.0,92,478,0,0.17610520492067067,13.82
TX_004512,STORE_09,CHK_001,8,113,0,0,14.125,0.0,116,524,0,0.17608921613378387,13.82
TX_000311,STORE_02,CHK_023,9,125,2,0,13.88888888888889,0.2222222222222222,98,490,0,0.17610153110958965,13.82
TX_000384,STORE_08,CHK_040,13,53,0,0,4.076923076923077,0.0,114,509,0,0.1760716223905439,13.82
TX_003500,STORE_04,CHK_039,9,140,1,0,15.555555555555555,0.1111111111111111,103,478,0,0.17609249962792245,13.82
TX_003238,STORE_08,CHK_016,5,146,1,0,29.2,0.2,104,509,0,0.17609273593391817,13.82
TX_002217,STORE_03,CHK_050,10,94,1,0,9.4,0.1,102,535,0,0.17611736660052718,13.81
TX_001279,STORE_02,CHK_029,3,115,0,0,38.333333333333336,0.0,90,490,0,0.17614405976518238,13.81
TX_000608,STORE_06,CHK_042,9,110,2,0,12.222222222222221,0.2222222222222222,95,489,0,0.1761621493258289,13.8
TX_001660,STORE_06,CHK_020,15,76,1,0,5.066666666666666,0.06666666666666667,94,489,0,0.17621181410148734,13.79
TX_003961,STORE_02,CHK_031,4,78,1,0,19.5,0.25,113,490,0,0.17625056364623926,13.78
TX_004558,STORE_04,CHK_012,6,90,0,0,15.0,0.0,87,478,0,0.17623703894011283,13.78
TX_003927,STORE_05,CHK_023,5,80,0,0,16.0,0.0,98,469,0,0.1762977618933415,13.77
TX_001932,STORE_07,CHK_017,14,136,1,0,9.714285714285714,0.07142857142857142,107,492,0,0.17630073754958248,13.77
TX_003830,STORE_06,CHK_018,8,97,2,0,12.125,0.25,97,489,0,0.17632296169445816,13.76
TX_000187,STORE_10,CHK_046,9,111,2,0,12.333333333333334,0.2222222222222222,104,505,0,0.17638522523219508,13.75
TX_004848,STORE_09,CHK_023,5,53,1,0,10.6,0.2,98,524,0,0.17638986502727794,13.75
TX_001046,STORE_07,CHK_032,6,24,0,0,4.0,0.0,111,492,0,0.1763871010934046,13.75
TX_001390,STORE_10,CHK_012,7,52,1,0,7.428571428571429,0.14285714285714285,87,505,0,0.17647675645628158,13.73
TX_002043,STORE_07,CHK_001,5,75,1,0,15.0,0.2,116,492,0,0.17648537287443683,13.72
TX_003666,STORE_05,CHK_007,5,96,0,0,19.2,0.0,95,469,0,0.17653713787441588,13.71
TX_003618,STORE_05,CHK_036,9,104,0,0,11.555555555555555,0.0,109,469,0,0.17657595757654898,13.7
TX_001432,STORE_09,CHK_037,12,48,0,0,4.0,0.0,99,524,0,0.1766242973201984,13.69
TX_002351,STORE_08,CHK_050,5,156,0,0,31.2,0.0,102,509,0,0.1766297674527752,13.69
TX_000053,STORE_10,CHK_021,4,51,1,0,12.75,0.25,101,505,0,0.1766535728113927,13.68
TX_001104,STORE_01,CHK_037,16,87,1,0,5.4375,0.0625,99,509,0,0.17668644950512397,13.68
TX_004049,STORE_10,CHK_048,9,145,1,0,16.11111111111111,0.1111111111111111,113,505,0,0.17669216654855252,13.67
TX_003721,STORE_08,CHK_003,13,148,1,0,11.384615384615385,0.07692307692307693,97,509,0,0.17669730130150785,13.67
TX_001945,STORE_10,CHK_047,10,157,1,0,15.7,0.1,95,505,0,0.17670518229001098,13.67
TX_001850,STORE_03,CHK_037,9,54,0,0,6.0,0.0,99,535,0,0.1767156882424359,13.67
TX_001124,STORE_04,CHK_041,5,66,1,0,13.2,0.2,105,478,0,0.17674764374349067,13.66
TX_003997,STORE_04,CHK_015,15,93,0,0,6.2,0.0,104,478,0,0.17675870155828288,13.66
TX_001120,STORE_09,CHK_002,6,39,0,0,6.5,0.0,105,524,0,0.17679026092587452,13.65
TX_004906,STORE_04,CHK_020,5,80,1,0,16.0,0.2,94,478,0,0.17677039109393206,13.65
TX_001450,STORE_08,CHK_035,12,64,1,0,5.333333333333333,0.08333333333333333,114,509,0,0.17682734803281164,13.64
TX_004364,STORE_06,CHK_005,5,52,0,0,10.4,0.0,84,489,0,0.1768755628510006,13.63
TX_000117,STORE_07,CHK_045,13,53,1,0,4.076923076923077,0.07692307692307693,91,492,0,0.17688328161968336,13.63
TX_000324,STORE_08,CHK_047,2,97,0,0,48.5,0.0,95,509,0,0.1769087630727862,13.62
TX_004340,STORE_01,CHK_021,16,106,1,0,6.625,0.0625,101,509,0,0.1769452614950457,13.61
TX_000073,STORE_08,CHK_042,2,33,0,0,16.5,0.0,95,509,0,0.17699358531069848,13.6
TX_001083,STORE_02,CHK_027,7,34,0,0,4.857142857142857,0.0,86,490,0,0.17699156677824018,13.6
TX_000525,STORE_08,CHK_021,11,116,2,0,10.545454545454545,0.18181818181818182,101,509,0,0.17699907552308286,13.6
TX_002123,STORE_04,CHK_045,12,119,0,0,9.916666666666666,0.0,91,478,0,0.17706602129081944,13.58
TX_002390,STORE_02,CHK_013,3,122,0,0,40.666666666666664,0.0,110,490,0,0.17709369911732448,13.58
TX_004044,STORE_03,CHK_010,7,69,0,0,9.857142857142858,0.0,90,535,0,0.1770980150663709,13.58
TX_001298,STORE_05,CHK_042,11,86,0,0,7.818181818181818,0.0,95,469,0,0.17710132339339213,13.57
TX_004827,STORE_10,CHK_011,4,82,1,0,20.5,0.25,111,505,0,0.17713580159103737,13.57
TX_004381,STORE_05,CHK_015,5,83,0,0,16.6,0.0,104,469,0,0.17713966527451358,13.57
TX_002902,STORE_02,CHK_014,7,96,2,0,13.714285714285714,0.2857142857142857,103,490,0,0.1771014494662113,13.57
TX_002367,STORE_10,CHK_036,9,38,1,0,4.222222222222222,0.1111111111111111,109,505,0,0.17711081605402212,13.57
TX_004794,STORE_04,CHK_019,6,81,1,0,13.5,0.16666666666666666,90,478,0,0.17716500544177394,13.56
TX_000847,STORE_05,CHK_004,11,89,0,0,8.090909090909092,0.0,95,469,0,0.17721824889520715,13.55
TX_004302,STORE_06,CHK_003,2,100,0,0,50.0,0.0,97,489,0,0.17723706880563123,13.54
TX_001238,STORE_08,CHK_013,14,120,1,0,8.571428571428571,0.07142857142857142,110,509,0,0.1772541574378183,13.54
TX_000995,STORE_09,CHK_017,7,130,1,0,18.571428571428573,0.14285714285714285,107,524,0,0.17729141338803617,13.53
TX_001368,STORE_10,CHK_003,11,95,2,0,8.636363636363637,0.18181818181818182,97,505,0,0.17734048822724485,13.52
TX_001721,STORE_02,CHK_008,7,116,1,0,16.571428571428573,0.14285714285714285,85,490,0,0.17733721629830862,13.52
TX_001200,STORE_05,CHK_043,8,52,0,0,6.5,0.0,98,469,0,0.177387922590651,13.5
TX_004256,STORE_04,CHK_007,5,138,0,0,27.6,0.0,95,478,0,0.17739251692882607,13.5
TX_000518,STORE_03,CHK_049,10,115,0,0,11.5,0.0,91,535,0,0.17743433505087136,13.49
TX_001670,STORE_07,CHK_037,10,123,2,0,12.3,0.2,99,492,0,0.17746312649559548,13.49
TX_001267,STORE_07,CHK_024,13,40,0,0,3.076923076923077,0.0,92,492,0,0.17743049556806328,13.49
TX_004233,STORE_05,CHK_028,10,116,0,0,11.6,0.0,102,469,0,0.17745779361568248,13.49
TX_004480,STORE_10,CHK_016,11,161,0,0,14.636363636363637,0.0,104,505,0,0.17747185823264805,13.48
TX_004218,STORE_06,CHK_001,5,89,1,0,17.8,0.2,116,489,0,0.17747791618867692,13.48
TX_002937,STORE_02,CHK_035,12,136,0,0,11.333333333333334,0.0,114,490,0,0.17751813478699308,13.47
TX_002732,STORE_05,CHK_037,9,52,0,0,5.777777777777778,0.0,99,469,0,0.17757686167010261,13.46
TX_004715,STORE_04,CHK_012,6,98,0,0,16.333333333333332,0.0,87,478,0,0.17762173530813263,13.45
TX_001993,STORE_03,CHK_048,8,95,0,0,11.875,0.0,113,535,0,0.17762521646003893,13.45
TX_004065,STORE_10,CHK_024,11,149,0,0,13.545454545454545,0.0,92,505,0,0.17771589999401965,13.43
TX_000166,STORE_07,CHK_048,16,82,0,0,5.125,0.0,113,492,0,0.1777552211927541,13.42
TX_004524,STORE_03,CHK_049,8,71,0,0,8.875,0.0,91,535,0,0.17779628994240332,13.41
TX_000227,STORE_07,CHK_021,12,92,2,0,7.666666666666667,0.16666666666666666,101,492,0,0.17777255091101696,13.41
TX_000058,STORE_02,CHK_035,6,135,1,0,22.5,0.16666666666666666,114,490,0,0.17782455565458866,13.4
TX_001889,STORE_10,CHK_029,4,72,1,0,18.0,0.25,90,505,0,0.177825897528048,13.4
TX_000715,STORE_05,CHK_009,5,97,0,0,19.4,0.0,98,469,0,0.17781357137792209,13.4
TX_003029,STORE_04,CHK_038,6,66,1,0,11.0,0.16666666666666666,92,478,0,0.17780087342959766,13.4
TX_001514,STORE_06,CHK_042,9,82,2,0,9.11111111111111,0.2222222222222222,95,489,0,0.17790743323623615,13.38
TX_002872,STORE_05,CHK_047,6,71,0,0,11.833333333333334,0.0,95,469,0,0.17791249479130705,13.38
TX_003736,STORE_10,CHK_050,3,26,0,0,8.666666666666666,0.0,102,505,0,0.17788534164385367,13.38
TX_001895,STORE_06,CHK_046,4,121,1,0,30.25,0.25,104,489,0,0.1779495928144435,13.37
TX_004629,STORE_03,CHK_014,8,55,0,0,6.875,0.0,103,535,0,0.17795793722558334,13.37
TX_001434,STORE_10,CHK_005,11,110,0,0,10.0,0.0,84,505,0,0.17792633067759583,13.37
TX_000472,STORE_02,CHK_043,16,106,1,0,6.625,0.0625,98,490,0,0.17796462290173654,13.36
TX_001424,STORE_02,CHK_045,6,35,1,0,5.833333333333333,0.16666666666666666,91,490,0,0.17808384278335498,13.34
TX_001623,STORE_10,CHK_012,14,107,0,0,7.642857142857143,0.0,87,505,0,0.17806561262501625,13.34
TX_003174,STORE_09,CHK_035,6,62,0,0,10.333333333333334,0.0,114,524,0,0.1780522775692408,13.34
TX_001430,STORE_06,CHK_039,14,52,1,0,3.7142857142857144,0.07142857142857142,103,489,0,0.1781095845177884,13.33
TX_003748,STORE_07,CHK_008,4,110,0,0,27.5,0.0,85,492,0,0.17812843463287742,13.33
TX_001969,STORE_08,CHK_013,8,155,1,0,19.375,0.125,110,509,0,0.17815388674049687,13.32
TX_002325,STORE_03,CHK_013,10,92,0,0,9.2,0.0,110,535,0,0.17818264184443533,13.31
TX_004575,STORE_01,CHK_049,3,117,0,0,39.0,0.0,91,509,0,0.17822788162669567,13.3
TX_001552,STORE_05,CHK_018,9,114,0,0,12.666666666666666,0.0,97,469,0,0.17823959937207073,13.3
TX_002226,STORE_04,CHK_024,13,104,0,0,8.0,0.0,92,478,0,0.1782147807524479,13.3
TX_003138,STORE_02,CHK_008,12,118,0,0,9.833333333333334,0.0,85,490,0,0.1782256544071773,13.3
TX_001879,STORE_04,CHK_036,10,118,1,0,11.8,0.1,109,478,0,0.17826571620200582,13.29
TX_001383,STORE_01,CHK_023,8,113,2,0,14.125,0.25,98,509,0,0.17826322206452844,13.29
TX_002806,STORE_06,CHK_007,3,122,0,0,40.666666666666664,0.0,95,489,0,0.17830607767938866,13.28
TX_002444,STORE_09,CHK_004,3,96,0,0,32.0,0.0,95,524,0,0.17834803534043203,13.27
TX_001759,STORE_03,CHK_031,8,90,0,0,11.25,0.0,113,535,0,0.17837542871476875,13.27
TX_001680,STORE_04,CHK_036,6,41,0,0,6.833333333333333,0.0,109,478,0,0.17838384264204277,13.26
TX_000827,STORE_09,CHK_024,4,109,0,0,27.25,0.0,92,524,0,0.17838742644853273,13.26
TX_000470,STORE_07,CHK_011,13,55,1,0,4.230769230769231,0.07692307692307693,111,492,0,0.1784743119594609,13.24
TX_001226,STORE_04,CHK_011,9,46,0,0,5.111111111111111,0.0,111,478,0,0.17850908353558909,13.23
TX_002585,STORE_05,CHK_002,6,66,0,0,11.0,0.0,105,469,0,0.1785241595502356,13.23
TX_004510,STORE_04,CHK_029,4,100,0,0,25.0,0.0,90,478,0,0.17856574314526025,13.22
TX_003040,STORE_05,CHK_023,5,88,0,0,17.6,0.0,98,469,0,0.1785430250077174,13.22
TX_004003,STORE_03,CHK_028,11,77,0,0,7.0,0.0,102,535,0,0.17855907875458998,13.22
TX_001586,STORE_08,CHK_003,2,97,0,0,48.5,0.0,97,509,0,0.17857460546681037,13.22
TX_001470,STORE_07,CHK_047,2,99,0,0,49.5,0.0,95,492,0,0.17854058731823091,13.22
TX_004784,STORE_05,CHK_002,9,61,0,0,6.777777777777778,0.0,105,469,0,0.17855138402884468,13.22
TX_000428,STORE_10,CHK_013,5,142,0,0,28.4,0.0,110,505,0,0.17861386937762552,13.21
TX_000815,STORE_06,CHK_004,10,99,2,0,9.9,0.2,95,489,0,0.17858634045328148,13.21
TX_001762,STORE_04,CHK_018,11,41,0,0,3.727272727272727,0.0,97,478,0,0.17858260407972165,13.21
TX_001757,STORE_05,CHK_020,8,106,0,0,13.25,0.0,94,469,0,0.17859978634290052,13.21
TX_001826,STORE_07,CHK_013,3,121,0,0,40.333333333333336,0.0,110,492,0,0.1786464208692588,13.2
TX_002453,STORE_08,CHK_001,6,43,0,0,7.166666666666667,0.0,116,509,0,0.17865444434852584,13.2
TX_002986,STORE_04,CHK_045,12,64,0,0,5.333333333333333,0.0,91,478,0,0.17864502444595276,13.2
TX_004012,STORE_10,CHK_020,10,36,1,0,3.6,0.1,94,505,0,0.17863419185812107,13.2
TX_000878,STORE_09,CHK_032,6,89,1,0,14.833333333333334,0.16666666666666666,111,524,0,0.17868216249460195,13.19
TX_001209,STORE_05,CHK_041,6,112,0,0,18.666666666666668,0.0,105,469,0,0.17867177819858976,13.19
TX_000401,STORE_06,CHK_013,8,25,0,0,3.125,0.0,110,489,0,0.17868820455064682,13.19
TX_000802,STORE_09,CHK_010,7,134,0,0,19.142857142857142,0.0,90,524,0,0.17877538986059532,13.17
TX_003718,STORE_03,CHK_021,9,102,1,0,11.333333333333334,0.1111111111111111,101,535,0,0.17875459583426584,13.17
TX_000085,STORE_10,CHK_024,16,92,0,0,5.75,0.0,92,505,0,0.17880067485042545,13.16
TX_000407,STORE_08,CHK_011,16,99,0,0,6.1875,0.0,111,509,0,0.1787984567011623,13.16
TX_000594,STORE_03,CHK_043,8,130,0,0,16.25,0.0,98,535,0,0.1787882986214322,13.16
TX_000308,STORE_06,CHK_013,2,71,0,0,35.5,0.0,110,489,0,0.17884724013145475,13.15
TX_000211,STORE_02,CHK_023,8,90,2,0,11.25,0.25,98,490,0,0.17885740738130868,13.15
TX_000381,STORE_10,CHK_016,9,96,2,0,10.666666666666666,0.2222222222222222,104,505,0,0.1788927795677952,13.14
TX_003572,STORE_09,CHK_018,7,139,1,0,19.857142857142858,0.14285714285714285,97,524,0,0.17892441703352857,13.13
TX_001852,STORE_05,CHK_039,5,83,0,0,16.6,0.0,103,469,0,0.17892985991917293,13.13
TX_003485,STORE_08,CHK_029,12,144,0,0,12.0,0.0,90,509,0,0.1789366608611208,13.13
TX_003298,STORE_06,CHK_046,5,141,1,0,28.2,0.2,104,489,0,0.17895537641107667,13.12
TX_004383,STORE_04,CHK_004,12,77,1,0,6.416666666666667,0.08333333333333333,95,478,0,0.1789817458708577,13.12
TX_002817,STORE_01,CHK_001,10,141,0,0,14.1,0.0,116,509,0,0.17898607069533423,13.12
TX_001625,STORE_03,CHK_036,10,110,0,0,11.0,0.0,109,535,0,0.17902238240289875,13.11
TX_003245,STORE_10,CHK_042,3,124,0,0,41.333333333333336,0.0,95,505,0,0.17903446232962777,13.1
TX_004857,STORE_02,CHK_029,11,33,0,0,3.0,0.0,90,490,0,0.17906176727582057,13.1
TX_002287,STORE_06,CHK_019,14,51,0,0,3.642857142857143,0.0,90,489,0,0.17904752008572294,13.1
TX_002994,STORE_05,CHK_018,9,112,0,0,12.444444444444445,0.0,97,469,0,0.17909351250871325,13.09
TX_002267,STORE_01,CHK_012,6,140,0,0,23.333333333333332,0.0,87,509,0,0.17916439100561188,13.07
TX_004816,STORE_08,CHK_034,12,141,0,0,11.75,0.0,89,509,0,0.17916602322731873,13.07
TX_004673,STORE_09,CHK_022,4,50,0,0,12.5,0.0,106,524,0,0.17924136278755548,13.05
TX_000175,STORE_09,CHK_047,3,65,0,0,21.666666666666668,0.0,95,524,0,0.17930983169240067,13.04
TX_003546,STORE_05,CHK_042,10,102,0,0,10.2,0.0,95,469,0,0.17932829965961378,13.03
TX_002385,STORE_08,CHK_037,15,135,0,0,9.0,0.0,99,509,0,0.17932239330956812,13.03
TX_003115,STORE_06,CHK_005,9,89,1,0,9.88888888888889,0.1111111111111111,84,489,0,0.17938491924586347,13.02
TX_000269,STORE_01,CHK_048,6,149,0,0,24.833333333333332,0.0,113,509,0,0.17936984691406366,13.02
TX_000405,STORE_01,CHK_007,8,86,2,0,10.75,0.25,95,509,0,0.17941855192917167,13.01
TX_001203,STORE_02,CHK_001,3,65,0,0,21.666666666666668,0.0,116,490,0,0.17941031762050258,13.01
TX_002916,STORE_07,CHK_014,7,15,0,0,2.142857142857143,0.0,103,492,0,0.17947724362193435,13.0
TX_000119,STORE_09,CHK_010,10,108,1,0,10.8,0.1,90,524,0,0.1794797673271356,13.0
TX_003817,STORE_07,CHK_020,3,30,0,0,10.0,0.0,94,492,0,0.17952295077493335,12.99
